ResponseId,Q179,Q4_4,Q80_1,Q256,Q190,Q191,Q120,Q4_2,Q4_3,Q4_5,Q82_1,Q83_1,Q84,Q219_3,Q219_4,Q243_1,Q243_2,Q243_3,Q243_9,Q211,Q86,Q87
R_2fIrxAnTKVrJ9aV,Nicht erwerbstätig,0,66,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,84561,1,0,0,174,69,"0=überhaupt nicht bereit, Risiken einzugehen",leicht abgenommen,sich nicht verändert,51,100,100,50,Zufriedenstellend,2501-3000€,
R_1F8kZ8Cf02fJ9j8,1-10 Stunden,0,59,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,44629,1,0,0,171,95,5,stark abgenommen,stark abgenommen,100,,,90,Weniger gut,5001-5500€,
R_1i9kfzNbpUOWUO6,31-40 Stunden,,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",45472,,,,184,87,3,,,,,,,Zufriedenstellend,,4001-4500€
R_1LFI1BNxjo7UEtF,41-50 Stunden,4,44,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Promotion,53773,1,0,0,170,57,2,leicht zugenommen,sich nicht verändert,40,30,30,30,Gut,5501-6000€,
R_22J3foUw1wGysQp,Nicht erwerbstätig,,61,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,75177,,,,159,45,4,,,,,,,Schlecht,,501-1000€
R_C2p1gDLtZ64Ai09,41-50 Stunden,0,43,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,50969,1,0,0,176,111,6,sich nicht verändert,stark abgenommen,90,,,77,Gut,2001-2500€,
R_1M5si4R2ufiGi7r,Nicht erwerbstätig,0,65,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,26203,2,0,0,190,103,5,stark abgenommen,stark abgenommen,50,,,80,Weniger gut,1501-2000€,
R_3iqcKLUslvN7fL2,Nicht erwerbstätig,0,42,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,76199,0,2,0,170,63,2,,,,,,,Zufriedenstellend,0-500€,
R_sHAMFicBQwYNqOR,31-40 Stunden,,28,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,94078,,,,178,92,5,,,,,,,Gut,,2501-3000€
R_1cV2E5mOfBMUNYI,Nicht erwerbstätig,0,67,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,13465,1,0,0,182,96,6,sich nicht verändert,sich nicht verändert,90,,,42,Zufriedenstellend,1501-2000€,
R_3hszopryYQG02pK,21-30 Stunden,,58,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss,81479,,,,160,53,8,,,,,,,Gut,,2501-3000€
R_qK4ssNvWVh2l7bj,21-30 Stunden,0,41,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,59846,1,0,0,190,83,4,sich nicht verändert,sich nicht verändert,58,,,50,Zufriedenstellend,2501-3000€,
R_3dSt6lW9kCQ3JGg,Nicht erwerbstätig,0,66,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,90443,1,0,0,189,91,"0=überhaupt nicht bereit, Risiken einzugehen",sich nicht verändert,leicht abgenommen,50,,,50,Gut,1501-2000€,
R_WdnVIVFdTYUbcdP,11-20 Stunden,1,52,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,25524,1,0,0,164,66,8,stark abgenommen,sich nicht verändert,100,0,100,,Gut,1501-2000€,
R_xxfKvyplsBOzCwN,21-30 Stunden,2,46,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,68794,1,0,0,171,68,7,leicht zugenommen,leicht zugenommen,79,62,,82,Sehr gut,3001-3500€,
R_1pojEUdxYpbsuee,Nicht erwerbstätig,,65,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,26603,,,,178,75,6,,,,,,,Gut,,2001-2500€
R_3M3TpZTwUdksLXi,Nicht erwerbstätig,,67,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,80689,,,,173,83,6,,,,,,,Weniger gut,,1501-2000€
R_Owj4of8eixhvrzj,Nicht erwerbstätig,,66,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Master,Diplom",51373,,,,165,67,1,,,,,,,Zufriedenstellend,,2001-2500€
R_1IZe7l9IfRFnqes,Nicht erwerbstätig,,25,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,90461,,,,176,94,6,,,,,,,Gut,,501-1000€
R_21AL5KgIqwm2WPg,Nicht erwerbstätig,,48,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,45309,,,,172,113,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,1501-2000€
R_3es491b37FSOuwQ,1-10 Stunden,0,32,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,68169,1,0,0,187,98,6,sich nicht verändert,leicht zugenommen,61,29,86,57,Gut,4501-5000€,
R_2f3Tmoh6nVLUQkd,31-40 Stunden,1,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,53121,1,0,0,184,91,7,sich nicht verändert,sich nicht verändert,80,,,40,Gut,5501-6000€,
R_24LZ0U3xqHj3hYy,Nicht erwerbstätig,0,68,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Diplom,26871,1,0,0,173,109,4,sich nicht verändert,sich nicht verändert,41,51,50,56,Gut,1001-1500€,
R_3J4vcBQHksrN55A,31-40 Stunden,,23,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,21734,,,,169,54,9,,,,,,,Sehr gut,,5501-6000€
R_11araShaq8W5XA2,31-40 Stunden,,46,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,03185,,,,177,82,8,,,,,,,Gut,,1501-2000€
R_3KTKhbA40kKTn9O,41-50 Stunden,0,26,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,86381,0,2,1,167,66,6,,,,,,,Gut,3501-4000€,
R_WqS1am90lg32iUV,11-20 Stunden,,28,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,01109,,,,169,100,1,,,,,,,Gut,,1001-1500€
R_3hG8gFoIpUEiWSn,Nicht erwerbstätig,,66,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,26389,,,,188,108,1,,,,,,,Schlecht,,1001-1500€
R_10Vhy1zH9dRU3o2,31-40 Stunden,0,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,72336,0,0,0,186,85,4,,,,,,,Gut,,1501-2000€
R_uqdLvU4e6F4sc6d,11-20 Stunden,,25,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,39106,,,,166,58,2,,,,,,,Zufriedenstellend,,501-1000€
R_2vcQpDC8Xo6qV8v,41-50 Stunden,,33,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Diplom",40211,,,,178,70,4,,,,,,,Gut,,3001-3500€
R_1mUbYAg4ui4CjPA,Nicht erwerbstätig,,65,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",23936,,,,182,89,7,,,,,,,Weniger gut,,0-500€
R_3dGSkGiuH6DCGJa,31-40 Stunden,,47,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,12557,,,,176,70,4,,,,,,,Zufriedenstellend,,2001-2500€
R_VVESAahPLyVQUzD,31-40 Stunden,,30,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,94315,,,,169,122,5,,,,,,,Weniger gut,,1001-1500€
R_2TMkTlQk6WlzWkb,Nicht erwerbstätig,,57,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,31618,,,,184,109,1,,,,,,,Weniger gut,,1001-1500€
R_2tKfWZ8d1JXmgqb,21-30 Stunden,0,57,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,99974,0,1,0,162,71,9,,,,,,,Zufriedenstellend,1001-1500€,
R_29iVHsAFE8ugxNP,31-40 Stunden,0,54,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,90547,1,0,0,162,58,6,sich nicht verändert,sich nicht verändert,,,,,Zufriedenstellend,4001-4500€,
R_2wtpLI0PfP841cf,Nicht erwerbstätig,0,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",52224,1,0,0,195,116,3,stark abgenommen,sich nicht verändert,90,,,85,Zufriedenstellend,4001-4500€,
R_3MRpgHcaRqoXTNj,31-40 Stunden,,32,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,13353,,,,166,67,6,,,,,,,Sehr gut,,2501-3000€
R_bmwVMmo7k3RIWit,41-50 Stunden,0,27,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,67655,1,0,0,180,85,4,sich nicht verändert,sich nicht verändert,38,64,71,66,Zufriedenstellend,2001-2500€,
R_3qpArcQiOlKWxFQ,41-50 Stunden,,60,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,79618,,,,167,85,"10=sehr bereit, Risiken einzugehen",,,,,,,Gut,,2001-2500€
R_1jfYHCvTQbdN6Kr,Nicht erwerbstätig,,59,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,37085,,,,161,50,6,,,,,,,Weniger gut,,501-1000€
R_ylKu3G2wUAhaHHr,21-30 Stunden,1,58,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,92637,0,0,0,166,97,6,,,,,,,Zufriedenstellend,501-1000€,
R_37Psk0DeDQDsIkp,31-40 Stunden,0,34,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,60431,0,0,0,173,64,4,,,,,,,Zufriedenstellend,,3001-3500€
R_1JOv2w5yEunaGOE,Nicht erwerbstätig,,63,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,67069,,,,176,104,5,,,,,,,Schlecht,,501-1000€
R_1dsIcjgGpJY9bNh,Nicht erwerbstätig,,56,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,51103,,,,180,160,7,,,,,,,Weniger gut,,1501-2000€
R_2cbjlMxl6TSG9lI,11-20 Stunden,,66,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss (DDR)",70374,,,,172,79,8,,,,,,,Zufriedenstellend,,4001-4500€
R_3m1uXcWLdgkdNnA,Nicht erwerbstätig,,47,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,51145,,,,186,112,1,,,,,,,Zufriedenstellend,,1501-2000€
R_1gCrhfrkomjwzVe,Nicht erwerbstätig,,65,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,45665,,,,154,82,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Schlecht,,1001-1500€
R_PXkT5F2DKdbkh33,11-20 Stunden,,49,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,47057,,,,177,71,5,,,,,,,Zufriedenstellend,,1001-1500€
R_RqXNwJVz2qz1XQ5,0 Stunden,,65,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,10965,,,,187,90,4,,,,,,,Zufriedenstellend,,501-1000€
R_bKrJ3oKCwcINqGB,41-50 Stunden,,43,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,97877,,,,179,71,4,,,,,,,Gut,,2501-3000€
R_6MC30wbT8pxrr1L,31-40 Stunden,1,52,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Diplom,73557,1,0,0,175,103,3,sich nicht verändert,sich nicht verändert,,,,15,Sehr gut,6001-6500€,
R_tXnjiKyiWgNedBD,31-40 Stunden,,38,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,53797,,,,182,91,7,,,,,,,Gut,,2501-3000€
R_3eq50zB4CVOUI9G,Nicht erwerbstätig,0,22,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,46535,0,0,0,185,81,8,,,,,,,Gut,,501-1000€
R_2zpCha8hIMSUyD0,Nicht erwerbstätig,0,62,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,32425,1,0,0,180,83,"10=sehr bereit, Risiken einzugehen",sich nicht verändert,sich nicht verändert,50,,,50,Weniger gut,1501-2000€,
R_1IgbSy2Fc0q7E9y,31-40 Stunden,,47,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,40489,,,,184,94,"10=sehr bereit, Risiken einzugehen",,,,,,,Sehr gut,,3501-4000€
R_1go2tEwHCKN6vJ3,31-40 Stunden,,32,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,14641,,,,174,75,5,,,,,,,Gut,,2001-2500€
R_CgeKjX1wkwwhB9T,Nicht erwerbstätig,0,61,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,88085,1,0,0,169,62,1,sich nicht verändert,sich nicht verändert,31,,,68,Gut,2501-3000€,
R_12zo1FkNv7YUhpT,21-30 Stunden,,36,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,10783,,,,175,96,8,,,,,,,Gut,,501-1000€
R_2SBk901pKwX20oS,21-30 Stunden,,55,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,74564,,,,169,75,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Gut,,0-500€
R_10IQ36jOZGrpcxS,41-50 Stunden,,36,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,19370,,,,179,71,5,,,,,,,Zufriedenstellend,,1501-2000€
R_2dsazmASxDjm28F,Nicht erwerbstätig,0,69,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,57074,1,0,0,190,89,2,sich nicht verändert,sich nicht verändert,50,,,50,Zufriedenstellend,2501-3000€,
R_2WMhJlwqnLcHP1i,41-50 Stunden,0,41,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Master,Diplom",10405,0,0,0,184,78,"10=sehr bereit, Risiken einzugehen",,,,,,,Gut,,0-500€
R_3qfXpNmR0iilaJ2,31-40 Stunden,,55,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",66740,,,,184,95,3,,,,,,,Zufriedenstellend,,2001-2500€
R_2380iXbCg7NSV3S,Nicht erwerbstätig,0,66,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,24232,1,0,0,163,93,"0=überhaupt nicht bereit, Risiken einzugehen",leicht abgenommen,leicht abgenommen,100,,,82,Zufriedenstellend,1501-2000€,
R_2wAXwWFKB46qmgT,31-40 Stunden,,65,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",52351,,,,171,78,8,,,,,,,Zufriedenstellend,,3001-3500€
R_5dUkHQUrgJjYeNH,Nicht erwerbstätig,,61,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,80686,,,,167,75,6,,,,,,,Weniger gut,,1501-2000€
R_AmSpJeRRkrSspih,Mehr als 50 Stunden,,38,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,97241,,,,162,67,7,,,,,,,Zufriedenstellend,,1001-1500€
R_6sqxPISkqLCvwsx,31-40 Stunden,2,51,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Bachelor",91207,1,0,0,185,83,6,sich nicht verändert,leicht zugenommen,66,,0,50,Gut,4501-5000€,
R_3rMuZ4hl9MlynHH,Nicht erwerbstätig,0,66,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,81739,1,0,0,159,62,4,sich nicht verändert,sich nicht verändert,70,,,80,Zufriedenstellend,3001-3500€,
R_1DMfs5x6t48f3Vt,41-50 Stunden,,59,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,60529,,,,173,90,5,,,,,,,Zufriedenstellend,,3501-4000€
R_1gOAqsR22uv9Vzi,41-50 Stunden,,60,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,42719,,,,177,101,7,,,,,,,Zufriedenstellend,,4001-4500€
R_qOtiMoxgdVjrOBX,31-40 Stunden,0,54,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,68167,1,0,0,172,67,6,sich nicht verändert,sich nicht verändert,40,,,60,Gut,2501-3000€,
R_3dMlyzQxx394vMl,31-40 Stunden,,26,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,10179,,,,183,83,4,,,,,,,Zufriedenstellend,,2001-2500€
R_3hEzu4KcUXhJ193,Nicht erwerbstätig,,44,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,49170,,,,180,101,1,,,,,,,Weniger gut,,0-500€
R_3qTbs4HPNSIgxDX,41-50 Stunden,1,58,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,55234,1,0,0,193,108,5,sich nicht verändert,sich nicht verändert,56,58,54,50,Gut,4001-4500€,
R_2ZJrj1SsBMqXdSc,31-40 Stunden,0,35,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,19055,1,0,0,183,79,4,leicht abgenommen,sich nicht verändert,64,,,38,Zufriedenstellend,4501-5000€,
R_6SeQ0OVArUoIaTn,1-10 Stunden,2,38,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Diplom",14469,1,0,0,179,88,5,leicht abgenommen,stark zugenommen,100,60,,56,Sehr gut,5001-5500€,
R_1QhEQBS6tSIyA7Q,21-30 Stunden,,62,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Bachelor,94327,,,,165,103,1,,,,,,,Weniger gut,,1501-2000€
R_1dzOB2vW7Ir9FvH,0 Stunden,1,30,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Bachelor",06406,1,0,0,164,70,3,sich nicht verändert,leicht abgenommen,80,91,,66,Gut,3001-3500€,
R_2zMj51i3p00ktUM,31-40 Stunden,,32,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,98693,,,,164,89,5,,,,,,,Gut,,3501-4000€
R_XYaGDpTgY7vQv6h,21-30 Stunden,,51,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,93326,,,,174,67,7,,,,,,,Sehr gut,,2001-2500€
R_2atLrYbPVzHLlmN,Nicht erwerbstätig,0,63,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,78239,0,0,0,173,64,4,sich nicht verändert,sich nicht verändert,50,,,50,Weniger gut,1501-2000€,
R_2xPFzX59hxUmwFr,31-40 Stunden,,45,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,53359,,,,176,66,4,,,,,,,Gut,,2001-2500€
R_3oGxExMuaIDkr2N,31-40 Stunden,,53,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,76707,,,,168,80,"10=sehr bereit, Risiken einzugehen",,,,,,,Gut,,2501-3000€
R_125eu4jgntHQlGo,31-40 Stunden,0,29,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,01309,1,0,0,175,70,7,sich nicht verändert,sich nicht verändert,40,,,40,Gut,3501-4000€,
R_25yX5ofGuY9TFQ6,31-40 Stunden,2,43,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,04849,1,0,0,151,90,"0=überhaupt nicht bereit, Risiken einzugehen",sich nicht verändert,sich nicht verändert,36,81,100,70,Zufriedenstellend,3001-3500€,
R_1Cygn34FqIhrtoT,Nicht erwerbstätig,0,41,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,86154,0,0,0,186,85,1,,,,,,,Weniger gut,,0-500€
R_1pmL92vWBgzm104,31-40 Stunden,,48,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,26556,,,,181,94,8,,,,,,,Zufriedenstellend,,5001-5500€
R_3OccqKHVYOGimfH,31-40 Stunden,,56,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Promotion,52066,,,,178,85,7,,,,,,,Gut,,3501-4000€
R_1NrxlUOTQD2uiBk,31-40 Stunden,0,23,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,47574,2,0,0,180,81,6,,,,,,,Sehr gut,,501-1000€
R_exNJGKD8olkj2i5,31-40 Stunden,1,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,10997,1,0,0,173,69,8,sich nicht verändert,sich nicht verändert,51,10,,29,Gut,3501-4000€,
R_2AXu9Sl8syuaCgN,31-40 Stunden,,59,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,78465,,,,164,61,6,,,,,,,Weniger gut,,3501-4000€
R_3rVwfSjNSKGk5B2,31-40 Stunden,0,28,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,45473,1,0,0,173,69,"10=sehr bereit, Risiken einzugehen",sich nicht verändert,stark abgenommen,60,,,50,Zufriedenstellend,5001-5500€,
R_2fK7WDTBJveeirh,11-20 Stunden,0,28,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,41065,0,0,0,162,62,7,,,,,,,Gut,,1001-1500€
R_x0nNiyhXPds6DYt,41-50 Stunden,2,43,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,12685,1,0,0,163,117,6,sich nicht verändert,sich nicht verändert,95,95,,95,Schlecht,2501-3000€,
R_SUETpYrtTt8rn7r,21-30 Stunden,0,26,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Bachelor,Master",79108,0,0,0,180,65,1,,,,,,,Gut,,1001-1500€
R_1Dua7s7RpnRD2t4,31-40 Stunden,0,37,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Bachelor",48149,1,0,0,190,65,5,sich nicht verändert,stark zugenommen,85,,,50,Gut,6001-6500€,
R_4Ttn2vDailnSH4J,31-40 Stunden,1,52,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,13467,0,0,1,191,85,3,,,,,,,Gut,2501-3000€,
R_2QyaAQFZp2Owhd8,31-40 Stunden,0,35,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,80687,1,0,0,174,75,6,sich nicht verändert,sich nicht verändert,70,80,,35,Gut,1501-2000€,
R_26gXwQxNakn4IcK,41-50 Stunden,0,67,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,72336,1,0,0,190,93,7,sich nicht verändert,sich nicht verändert,50,,,9,Sehr gut,5501-6000€,
R_1l5GannvcmveIZX,11-20 Stunden,,61,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,34123,,,,157,59,4,,,,,,,Zufriedenstellend,,2001-2500€
R_2ZQZk6skOZYSdbz,31-40 Stunden,,46,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,86877,,,,174,107,6,,,,,,,Sehr gut,,1501-2000€
R_1HhJahg5Sn29Cb1,Mehr als 50 Stunden,,60,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,70563,,,,181,82,8,,,,,,,Gut,,5501-6000€
